Brand,Model Name,Color,Display Size,Resolution,Operating System,Processor,Storage,RAM,Expandable Storage,Primary Camera,Secondary Camera,Connectivity,In Box
Kechaoda,K115,Orange,3.66 cm (1.44 inch),320 x 240 Pixels,32 MB,32 MB,Yes,0.3MP Rear Camera,Dedicated Slot,50MP + 2MP + 2MP,"16MP Camera Setup: f/2.0 Aperture, Camera Feature: Night",No,"1 USB cable, 1 Battery, 1 Handset"
Kechaoda,K115,Green,3.66 cm (1.44 inch),320 x 240 Pixels,32 MB,32 MB,Yes,0.3MP Rear Camera,Dedicated Slot,50MP + 2MP + 2MP,"16MP Camera Setup: f/2.0 Aperture, Camera Feature: Night",No,"1 USB cable, 1 Battery, 1 Handset"
LAVA,Hero 600i,Sapphire Blue,4.57 cm (1.8 inch),128*160,0,32 MB,3 MB,4 MB,micro sd,No,"16MP Camera Setup: f/2.0 Aperture, Camera Feature: Night",2G,"1 Handset, 1 Charger, 1 Battery"
REDMI,10A SPORT,CHARCOAL BLACK,16.59 cm (6.53 inch),1600x720 Pixel,Android 12,Octa Core,128 GB,6 GB,micro sd,Primary Camera,"16MP Camera Setup: f/2.0 Aperture, Camera Feature: Night",5000 mAh,"MOBILE, SIM Tray Ejector, Adapter, USB Cable"
Micromax,S115,Purple,4.5 cm (1.77 inch),240x320,Single Core,312 MHz,32 MB,32 MB,micro sd,GSM,"16MP Camera Setup: f/2.0 Aperture, Camera Feature: Night",1 Year Manufacturer Warranty,"1 Each of Mobile , Battery, Charger , User manual"
REDMI,Note 11S,Horizon Blue,16.33 cm (6.43 inch),720 x 1600 pixel,Android Q 11,Octa Core,128 GB,6 GB,micro sd,Primary & Secondary Camera,"16MP Camera Setup: f/2.0 Aperture, Camera Feature: Night",5000 mAh,"Handset, Adapter, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
Nothing,Phone (1),White,16.64 cm (6.55 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 778G+,256 GB,12 GB,micro sd,50MP + 50MP,16 MP Camera: (Sony IMX471 Sensor),"5G, 4G, 3G, 2G","Handset, USB-C Cable, Sim Tray Ejector, Safety Information and Warranty Card"
Nothing,Phone (1),Black,16.64 cm (6.55 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 778G+,256 GB,12 GB,micro sd,50MP + 50MP,16 MP Camera: (Sony IMX471 Sensor),"5G, 4G, 3G, 2G","Handset, USB-C Cable, Sim Tray Ejector, Safety Information and Warranty Card"
Micromax,J2,Red,4.5 cm (1.77 inch),128 x 160,2.4 MHz,Qualcomm Snapdragon 778G+,32 MB,32 MB,micro sd,GSM,16 MP Camera: (Sony IMX471 Sensor),One Year Manufacture Warranty,"1 Handset, Battery , Charger"
itel,it2175,Deep Blue,4.57 cm (1.8 inch),160 x 128 Pixel,260 MHz,2G GSM: 900 MHz/1800 MHz,4 MB,4 MB,micro sd,0.3MP Rear Camera,16 MP Camera: (Sony IMX471 Sensor),2G,"Handset, Battery, Charger, Quick Start Guide"
PHILIPS,Xenium E209,Black,6.1 cm (2.4 inch),320 x 240 Pixels,2G GSM: 850/900/1800/1900 MHz,2G GSM: 900 MHz/1800 MHz,32 MB,32 MB,Dedicated Slot,0.08MP Rear Camera,16 MP Camera: (Sony IMX471 Sensor),2G,"Handset, Charger, Battery, User Manual"
REDMI,Note 11S,Horizon Blue,16.33 cm (6.43 inch),720 x 1600 pixel,Android Q 11,Octa Core,128 GB,8 GB,Dedicated Slot,Primary & Secondary Camera,16 MP Camera: (Sony IMX471 Sensor),5000 mAh,"Handset, Adapter, USB Type-C Cable, SIM Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
Nothing,Phone (1),White,16.64 cm (6.55 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 778G+,256 GB,12 GB,Dedicated Slot,50MP + 50MP,16 MP Camera: (Sony IMX471 Sensor),"5G, 4G, 3G, 2G","Handset, USB-C Cable, Sim Tray Ejector, Safety Information and Warranty Card"
Nothing,Phone (1),Black,16.64 cm (6.55 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 778G+,256 GB,12 GB,Dedicated Slot,50MP + 50MP,16 MP Camera: (Sony IMX471 Sensor),"5G, 4G, 3G, 2G","Handset, USB-C Cable, Sim Tray Ejector, Safety Information and Warranty Card"
OnePlus,10R,Forest Green,17.02 cm (6.7 inch),2400 x 1080 pixel,Android 12,Octa Core,256 GB,12 GB,Dedicated Slot,50MP + 50MP,16 MP Camera: (Sony IMX471 Sensor),5000 mAh,"Handset, SIM Tray Ejector, Adapter, Phone Case, USB Cable"
Infinix,Hot 12 Pro,Halo White,16.76 cm (6.6 inch),1612 x 720 Pixels,Android 12,Unisoc T616,128 GB,8 GB,MicroSD,50 MP + Depth Lens,"8MP AI Camera: (f/2.0 Aperture), Camera Features: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse","4G, 3G, 2G","Handset, Adaptor, Type C Cable, Sim Ejector Pin, Back Cover, Quick Start Guide, Warranty Card"
Kechaoda,K115,Red,3.66 cm (1.44 inch),320 x 240$$ Pixels,32 MB,32 MB,Yes,0.3MP Rear Camera,MicroSD,50 MP + Depth Lens,"8MP AI Camera: (f/2.0 Aperture), Camera Features: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse",No,"Handset,Battery,Charger,User Guide"
Kechaoda,K115,Orange,3.66 cm (1.44 inch),320 x 240 Pixels,32 MB,32 MB,Yes,0.3MP Rear Camera,MicroSD,50 MP + Depth Lens,"8MP AI Camera: (f/2.0 Aperture), Camera Features: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse",No,"1 USB cable, 1 Battery, 1 Handset"
Kechaoda,K115,Green,3.66 cm (1.44 inch),320 x 240 Pixels,32 MB,32 MB,Yes,0.3MP Rear Camera,MicroSD,50 MP + Depth Lens,"8MP AI Camera: (f/2.0 Aperture), Camera Features: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse",No,"1 USB cable, 1 Battery, 1 Handset"
Nothing,Phone (1),White,16.64 cm (6.55 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 778G+,256 GB,8 GB,microSD,50MP + 50MP,16 MP Camera: (Sony IMX471 Sensor),"5G, 4G, 3G, 2G","Handset, USB-C Cable, Sim Tray Ejector, Safety Information and Warranty Card"
OnePlus,10R,Forest Green,17.02 cm (6.7 inch),2400 x 1080 pixel,Android 12,Octa Core,128 GB,8 GB,microSD,Primary Camera,16 MP Camera: (Sony IMX471 Sensor),5000 mAh,"Handset, SIM Tray Ejector, Adapter, Phone Case, USB Cable"
OnePlus,10R,Sierra Black,17.02 cm (6.7 inch),2400 x 1080 pixel,Android 12,Octa Core,128 GB,8 GB,microSD,Primary Camera,16 MP Camera: (Sony IMX471 Sensor),5000 mAh,"Handset, SIM Tray Ejector, Adapter, Phone Case, USB Cable"
REDMI,A1+,Light Blue,16.56 cm (6.52 inch),1600 x 720 Pixels,Android 12 Go,Mediatek Helio A22,32 GB,2 GB,microSD,8MP Rear Camera,5MP Camera Setup,"4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Eject Tool, Warranty Card, User Guide"
Nokia,TA-1304/105 SS,Black,4.5 cm (1.77 inch),No,4 MB,4 MB,2G,GSM,microSD,8MP Rear Camera,5MP Camera Setup,"4G VOLTE, 4G, 3G, 2G","User Manual, Charger, Handset, Battery"
itel,A49,Dome Blue,16.76 cm (6.6 inch),1600 x 720 Pixels,Android 11,Quad Core,32 GB,2 GB,Dedicated Slot,5MP Rear Camera,"5 MP Front Camera, Camera Feature: Beauty Mode","4G, 3G, 2G","Handset, Power Adapter, Data Cable, Protective Case, User Manual, Warranty Card"
itel,A49,Sky Cyan,16.76 cm (6.6 inch),1600 x 720 Pixels,Android 11,Quad Core,32 GB,2 GB,Dedicated Slot,5MP Rear Camera,"5 MP Front Camera, Camera Feature: Beauty Mode","4G, 3G, 2G","Handset, Power Adapter, Data Cable, Protective Case, User Manual, Warranty Card"
vivo,Y35,Agate Black,16.71 cm (6.58 inch),2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,128 GB,8 GB,Dedicated Slot,50MP + 2MP + 2MP,"16MP Camera Setup: f/2.0 Aperture, Camera Feature: Night","4G, 3G, 2G","Handset, Documentation, USB Power Adapter, USB Cable, Sim Eject Tool, Phone Case, Protective Film (Applied)"
LAVA,A1,"Glossy Black, Black",4.5 cm (1.77 inch),240x320 Pixels,1 MHz,Qualcomm Snapdragon 680,24 MB,24 MB,Dedicated Slot,0.3MP Rear Camera,"16MP Camera Setup: f/2.0 Aperture, Camera Feature: Night",2G,"Handset, Battery, Charger, User Manual"
realme,10,Clash White,16.26 cm (6.4 inch),2400 x 1080 Pixel,Android 12,Mediatek Helio G99 Octa Core,128 GB,8 GB,MicroSD,50MP + 2MP,"16MP Camera Setup: (OV OV16A1Q, f/2.45 Aperture, FOV: 79.4 Degree, CMOS, 1/3.06 inch Sensor Size, 1um PIxel Size, 5P Lens, Fixed Focus), Camera Feature: Ultra Steady Video, Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face-Recognition, Filter, Night Mode, Bokeh Effect Control, 20 Continuous Shots","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
REDMI,A1+,Light Green,16.56 cm (6.52 inch),1600 x 720 Pixels,Android 12 Go,Mediatek Helio A22,32 GB,3 GB,microSD,8MP Rear Camera,5MP Camera Setup,"4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Eject Tool, Warranty Card, User Guide"
realme,10,Clash White,16.26 cm (6.4 inch),2400 x 1080 Pixel,Android 12,Mediatek Helio G99 Octa Core,64 GB,4 GB,MicroSD,50MP + 2MP,"16MP Camera Setup: (OV OV16A1Q, f/2.45 Aperture, FOV: 79.4 Degree, CMOS, 1/3.06 inch Sensor Size, 1um PIxel Size, 5P Lens, Fixed Focus), Camera Feature: Ultra Steady Video, Portrait Mode, Timelapse, Panoramic View, Beauty Mode, HDR, Face-Recognition, Filter, Night Mode, Bokeh Effect Control, 20 Continuous Shots","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
vivo,Y22,Metaverse Green,16.64 cm (6.55 inch),1600 x 720 Pixels,Android 12,Mediatek Helio G70,128 GB,6 GB,MicroSD,50MP + 2MP,"8MP Camera Setup: (f/2.0 Aperture), Camera Feature: Night","4G, 3G, 2G","Model, Documentation, USB Cable, USB Power Adapter, Sim Eject Tool, Protective Film (Applied), Phone Case"
Nokia,125 TA-1253 DS,White,6.1 cm (2.4 inch),320 x 240 Pixels,Series 30+,MediaTek,4 MB,4 MB,MicroSD,No,"8MP Camera Setup: (f/2.0 Aperture), Camera Feature: Night",2G,"Handset, Battery, Micro USB Charger, Quick Start Guide"
Infinix,Hot 12 Pro,Electric Blue,16.76 cm (6.6 inch),1612 x 720 Pixels,Android 12,Unisoc T616,128 GB,8 GB,MicroSD,50 MP + Depth Lens,"8MP AI Camera: (f/2.0 Aperture), Camera Features: AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Full HD Video Recording, Timelapse","4G, 3G, 2G","Handset, Adaptor, Type C Cable, Sim Ejector Pin, Back Cover, Quick Start Guide, Warranty Card"
vivo,Y22,Metaverse Green,16.64 cm (6.55 inch),1600 x 720 Pixels,Android 12,Mediatek Helio G70,64 GB,4 GB,MicroSD,50MP + 2MP,"8MP Camera Setup: (f/2.0 Aperture), Camera Feature: Night","4G, 3G, 2G","Model, Documentation, USB Cable, USB Power Adapter, Sim Eject Tool, Protective Film (Applied), Phone Case"
vivo,Y22,Starlit Blue,16.64 cm (6.55 inch),1600 x 720 Pixels,Android 12,Mediatek Helio G70,64 GB,4 GB,MicroSD,50MP + 2MP,"8MP Camera Setup: (f/2.0 Aperture), Camera Feature: Night","4G, 3G, 2G","Model, Documentation, USB Cable, USB Power Adapter, Sim Eject Tool, Protective Film (Applied), Phone Case"
realme,GT Neo 3T,Shade Black,16.81 cm (6.62 inch),2400 x 1080 Pixel,Android 12,Qualcomm Snapdragon 870,128 GB,6 GB,MicroSD,64MP + 8MP + 2MP,"16MP Camera Setup: (IMX471, f/2.45 Aperture, FOV: 78 Degree, 1/3.09 inch Sensor Size, 1.0um PIxel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Portrait Bokeh, Timelapse Video, Panoramic View, Beauty, HDR, Face Recognition, Filter, Mirror Image, Super Nightscape, Video Bokeh, Portrait Distortion Correction","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, 2.5D Screen Protect Film, TPU Case"
Kechaoda,A27,Rose Gold,1.68 cm (0.66 inch),128 x 160$$ Pixels,32 MB,32 MB,2G,GSM,No,Micro SIM,"16MP Camera Setup: (IMX471, f/2.45 Aperture, FOV: 78 Degree, 1/3.09 inch Sensor Size, 1.0um PIxel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Portrait Bokeh, Timelapse Video, Panoramic View, Beauty, HDR, Face Recognition, Filter, Mirror Image, Super Nightscape, Video Bokeh, Portrait Distortion Correction",1 Year Warranty,"Mobile, Battery, USB Cable, User Manual"
realme,GT Neo 3T,Shade Black,16.81 cm (6.62 inch),2400 x 1080 Pixel,Android 12,Qualcomm Snapdragon 870,256 GB,8 GB,No,64MP + 8MP + 2MP,"16MP Camera Setup: (IMX471, f/2.45 Aperture, FOV: 78 Degree, 1/3.09 inch Sensor Size, 1.0um PIxel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Portrait Bokeh, Timelapse Video, Panoramic View, Beauty, HDR, Face Recognition, Filter, Mirror Image, Super Nightscape, Video Bokeh, Portrait Distortion Correction","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, 2.5D Screen Protect Film, TPU Case"
SAMSUNG,Galaxy M32 Prime Edition,Light Blue,16.26 cm (6.4 inch),1080x2400,Android Android v12.0,Octa Core,128 GB,6 GB,No,Primary Camera,"16MP Camera Setup: (IMX471, f/2.45 Aperture, FOV: 78 Degree, 1/3.09 inch Sensor Size, 1.0um PIxel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Portrait Bokeh, Timelapse Video, Panoramic View, Beauty, HDR, Face Recognition, Filter, Mirror Image, Super Nightscape, Video Bokeh, Portrait Distortion Correction",6000 mAh,"Handset, 15W Fast Charging Adapter,SIM Tray Ejector,USB Cable, User Manual"
POCO,X5 5G,Supernova Green,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 695,128 GB,6 GB,Hybrid Slot,48MP + 8MP + 2MP,"13MP Front Camera: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Timelapse, AI Watermark, Panorama, Short Video","2G, 3G, 4G, 4G VOLTE, 5G","Handset, 33W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
I,K3310,Black,4.5 cm (1.77 inch),128 x 160$$pixel,0.3 GHz,Qualcomm Snapdragon 695,32 MB,32 MB,Hybrid Slot,48MP + 8MP + 2MP,"13MP Front Camera: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Timelapse, AI Watermark, Panorama, Short Video",2G,Mobile Battery Charger User Manual
realme,Narzo 50A Prime,Flash Black,16.76 cm (6.6 inch),2408 x 1080 Pixels,Android 11,Qualcomm Snapdragon 695,128 GB,4 GB,Hybrid Slot,Primary Camera,"13MP Front Camera: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Timelapse, AI Watermark, Panorama, Short Video",5000 mAh,"Handset, Charger, Cable, Sim Ejector Pin"
POCO,X5 5G,Supernova Green,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 695,256 GB,8 GB,Hybrid Slot,48MP + 8MP + 2MP,"13MP Front Camera: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Timelapse, AI Watermark, Panorama, Short Video","2G, 3G, 4G, 4G VOLTE, 5G","Handset, 33W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
itel,Ace2 Star,Black,4.57 cm (1.8 inch),128x160,Nucleus,260 MHz,4 MB,4 MB,Hybrid Slot,GSM,"13MP Front Camera: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Timelapse, AI Watermark, Panorama, Short Video",1000 mAh,"Mobile Phone, Battery, Charger, User Manual, Warranty Card"
POCO,X5 5G,Jaguar Black,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 695,256 GB,8 GB,Hybrid Slot,48MP + 8MP + 2MP,"13MP Front Camera: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Timelapse, AI Watermark, Panorama, Short Video","2G, 3G, 4G, 4G VOLTE, 5G","Handset, 33W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
IQOO,Z6 44W,Lumina Blue,16.36 cm (6.44 inch),2400×1080$$Pixels,Android Q 12,Octa Core,128 GB,6 GB,Hybrid Slot,50MP + 50MP + 2MP + 2MP,16MP + 16MP Dual Front Camera,4G,"Cell Phone, Charger, Type-C USB Cable, Warranty Card, Quick Start Guide, SIM Eject Tool, Phone Protective Case"
POCO,F4 5G,Night Black,16.94 cm (6.67 inch),2400 x 1080 Pixel,Android 12,Qualcomm Snapdragon 870,256 GB,12 GB,Hybrid Slot,64MP + 8MP + 2MP,"20MP Camera Setup: (f/2.45 Aperture, Housed in a 2.76mm Small Punch Hole), Camera Feature: Portrait, HDR, Timed Burst, AI Beauty Mode, AI Filters, Movie Frame, Palm Shutter, Panorama","5G, 4G, 3G, 2G","Handset, Power Adapter (67W), USB Type A-C Cable, USB Type C- 3.5 mm Converter, Sim Ejector Tool, Transparent Case, Pre-Applied Screen Protector, User Guide, Warranty Card"
DIZO,Star 300,Red,4.5 cm (1.77 inch),160x120$$Pixels,SC6531E,26 MHz,32 MB,32 MB,microSD,0.3MP Rear Camera,"20MP Camera Setup: (f/2.45 Aperture, Housed in a 2.76mm Small Punch Hole), Camera Feature: Portrait, HDR, Timed Burst, AI Beauty Mode, AI Filters, Movie Frame, Palm Shutter, Panorama",2G,"Handset, Charger, Battery, User Manual"
Infinix,Zero 5G 2023,Pearly White,17.22 cm (6.78 inch),2460 x 1080 Pixels,Android 12,Mediatek Dimensity 920,128 GB,8 GB,MicroSD,50MP + 2MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, Protective Screen Guard, Sim Ejector Pin, Quick Start Guide, Warranty Card"
Infinix,Zero 5G 2023,Coral Orange,17.22 cm (6.78 inch),2460 x 1080 Pixels,Android 12,Mediatek Dimensity 920,128 GB,8 GB,MicroSD,50MP + 2MP + 2MP,16MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, Protective Screen Guard, Sim Ejector Pin, Quick Start Guide, Warranty Card"
REDMI,11 Prime 5G,Thunder Black,16.71 cm (6.58 inch),2400 x 1080 Pixels,Android 12,2.2 GHz,128 GB,6 GB,MicroSD,Primary Camera,16MP Front Camera,5000 mAh,"Handset, Power Adapter, Micro USB Cable, SIM Insertion Tool, Warranty Card, User Guide"
realme,C35,Glowing Black,16.76 cm (6.6 inch),2408 x 1080 Pixels,Android 11,Unisoc Tiger T616,128 GB,4 GB,MicroSD,50MP + 2MP + 0.3MP,"8MP Camera Setup: Sony IMX355, f/2.0 Aperture, FOV: 78.5 Degree, CMOS, 1/4 Inch Sensor Size, 1.12 um Pixel Size, 5P Lens, Fixed Focus, Camera Feature: Filter, Timelapse, HDR","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Sim Card Tool, Screen Protect Film, Important Info Booklet with Warranty Card, Quick Guide"
