Brand,Model Name,Color,Display Size,Resolution,Operating System,Processor,Storage,RAM,Expandable Storage,Primary Camera,Secondary Camera,Connectivity,In Box
Infinix,HOT 20 Play,Fantasy Purple,17.32 cm (6.82 inch),720 X 1640 Pixels,Android 12,MediaTek G37,64 GB,4 GB,MicroSD,13Mp + AI Lens,"8MP AI (f 2.0) with LED Flash, Front Camera Modes: AI Portrait, Face Beauty, WideSelfie, AR Shots, Time Lapse Video","4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, SIM Ejector Pin, Quick Start Guide, Warranty Card, Xclub Card"
Google,Pixel 6a,Charcoal,15.6 cm (6.14 inch),2400 x 1080 PIxels,Android 12,Google Tensor,128 GB,6 GB,MicroSD,12.2MP + 12MP,"8MP Camera Setup: (1.12um Pixel Width, f/2.0 Aperture, Fixed Focus, FOV: 84 Degree Wide)","5G, 4G, 3G, 2G","Handset, 1 M USB-C to USB-C Cable (USB 2.0), Quick Start Guide, Quick Switch Adaptor, Sim Tool"
Realme,C30,Lake Blue,16.51 cm (6.5 inch),1600 x 720 Pixel,Android 11,Unisoc T612,32 GB,2 GB,Dedicated Slot,8MP Rear Camera,"5MP Camera Setup: (SmartSens SC501CS-CRMNN00, f/2.2 Aperture, FOV: 77 Degree, CMOS Sensor, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), Camera Feature: Beauty, filter, HDR","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool"
vivo,T1 44W,Ice Dawn,16.36 cm (6.44 inch),2400 x 1080 Pixel,Android 12,Qualcomm Snapdragon 680,128 GB,4 GB,Hybrid Slot,50MP + 2MP + 2MP,16MP Camera Setup: (f/2.0 Aperture),"4G, 3G, 2G","Handset, Type-C to USB Cable, USB Power Adapter, Sim Eject Tool, Protective Case, Protective Film (Applied), Documentation"
vivo,T1 44W,Ice Dawn,16.36 cm (6.44 inch),2400 x 1080 Pixel,Android 12,Qualcomm Snapdragon 680,128 GB,6 GB,Hybrid Slot,50MP + 2MP + 2MP,16MP Camera Setup: (f/2.0 Aperture),"4G, 3G, 2G","Handset, Type-C to USB Cable, USB Power Adapter, Sim Eject Tool, Protective Case, Protective Film (Applied), Documentation"
Realme,C30,Bamboo Green,16.51 cm (6.5 inch),1600 x 720 Pixel,Android 11,Unisoc T612,32 GB,3 GB,Dedicated Slot,8MP Rear Camera,"5MP Camera Setup: (SmartSens SC501CS-CRMNN00, f/2.2 Aperture, FOV: 77 Degree, CMOS Sensor, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), Camera Feature: Beauty, filter, HDR","4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool"
OnePlus,Nord CE 2 Lite 5G,Blue Tide,16.74 cm (6.59 inch),2412 x 1080 Pixels,Android 12,Octa Core,128 GB,8 GB,Dedicated Slot,8MP Rear Camera,"5MP Camera Setup: (SmartSens SC501CS-CRMNN00, f/2.2 Aperture, FOV: 77 Degree, CMOS Sensor, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), Camera Feature: Beauty, filter, HDR",5000 mAh,"Phone,SIM Tray Ejector, Adapter, Phone Case, USB Cable"
realme,10 Pro 5G,Hyperspace,17.07 cm (6.72 inch),2400 x 1080 Pixel,Android 13,Qualcomm Snapdragon 695 5G,128 GB,8 GB,MicroSD,108MP + 2MP,"16MP Camera Setup: (Samsung S5K3P9, f/2.45 Aperture, FOV: 82.3 Degree, CMOS, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), EIS, Camera Feature: Night Scene Mode, Photo Mode, Portrait Mode, Panorama Mode","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, TPU Case"
REDMI,REDMI 10 Power,Power Black,17.02 cm (6.7 inch),2400 x 1080 pixel,Android 13,Octa Core,128 GB,8 GB,MicroSD,Primary Camera,"16MP Camera Setup: (Samsung S5K3P9, f/2.45 Aperture, FOV: 82.3 Degree, CMOS, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), EIS, Camera Feature: Night Scene Mode, Photo Mode, Portrait Mode, Panorama Mode",6000 mAh,Handset| Adapter | USB Type-C Cable | SIM Eject Tool | Protective Case | Quick Start Guide | Warranty Card
SAMSUNG,Galaxy F23 5G,Copper Blush,16.76 cm (6.6 inch),2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 750G,128 GB,6 GB,1 TB,50MP + 8MP + 2MP,8MP Camera Setup Ultra wide camera,"5G, 4G, 3G, 2G","Handset, Data Cable (USB Type C-to-C), Sim Ejection Pin, Quick Start Guide"
REDMI,10,Pacific Blue,17.02 cm (6.7 inch),1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,128 GB,6 GB,Dedicated Slot,50MP + 2MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Type C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card"
APPLE,iPhone 14,Midnight,15.49 cm (6.1 inch),2532 x 1170 Pixels,iOS 16,"A15 Bionic Chip, 6 Core Processor",128 GB,6 GB,Dedicated Slot,12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G","Handset, USB-C to Lightning Cable, Documentation"
MOTOROLA,G62 5G,Midnight Gray,16.64 cm (6.55 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 695 5G,128 GB,6 GB,Hybrid Slot,50MP + 8MP + 2MP,"16MP Camera Setup: Camera Feature: Camera Feature: Dual Capture, Spot Color, Night Vision, Cinemograph, Portrait, Live Filter, Group Selfie, Pro Mode (W/ Long Exposure), Artificial Intelligence: Low Light AI Selfie, Shot Optimization, Auto Smile Capture, Gesture Capture, Other Features: Selfie Animation, Face Beauty, RAW Photo Output, HDR, Timer, Active Photos, Assistive Grid, Leveler, Watermark, Burst Shot, Video Feature: Dual Capture, Spot Color, Timelapse (W/ Hyperlapse), Slow Motion, Other Features: Video Stabilization, Face Beauty, Video Snapshot","5G, 4G, 3G, 2G","Handset, Charger, USB Cable, Guides, Sim Tool, Protective Cover"
APPLE,iPhone 14 Plus,Blue,17.02 cm (6.7 inch),2778 x 1284 Pixels,iOS 16,"A15 Bionic Chip, 6 Core Processor",128 GB,6 GB,Hybrid Slot,12MP + 12MP,12MP Front Camera,"5G, 4G VOLTE, 4G, 3G, 2G","Handset, USB-C to Lightning Cable, Documentation"
Infinix,Hot 20 5G,Blaster Green,16.76 cm (6.6 inch),1080 x 2408 Pixels,Android 12,Dimensity 810,128 GB,6 GB,MicroSD,50MP + AI Lens,"8MP AI Camera : (f 2.0) with LED Flash, Front Camera Modes: Super Night, AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Time Lapse, 2K Video Recording with Bokeh","5G, 4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, SIM Ejector Pin, Quick Start Guide, Warranty Card, Xclub Card"
SAMSUNG,Galaxy S22 Plus 5G,Phantom Black,16.76 cm (6.6 inch),2340 x 1080 Pixels,Android 12,Qualcomm Snapdragon 8 Gen 1,128 GB,8 GB,MicroSD,50MP + 12MP + 10MP,10MP Front Camera,"5G, 4G, 3G, 2G","Handset, Ejection Pin, Data Cable, Quick Start Guide"
LAVA,A3,WHITE BEIGE PA,4.5 cm (1.77 inch),128 x 160$$Pixels,1 MHz,"GSM- 900, 1800 MHz",0 GB,32 GB,Dedicated Slot,0.3MP Rear Camera,0.3MP Front Camera,2G,"Handset, Battery, Charger, User Manual"
MOTOROLA,g73 5G,Lucent White,16.51 cm (6.5 inch),2400 x 1080 Pixels,Android 13,Mediatek Dimensity 930,128 GB,8 GB,MicroSD,50MP + 8MP,"16MP Front Sensor Camera: (f/2.4 Aperture, 1.0um/2.0um Ultra Pixel), Camera Feature: Timer, Selfie Animation, RAW Photo Output, HDR, Assistive Grid, Leveler, Selfie Photo Mirror, Watermark, Burst Shot, Tap Anywhere to Capture, Video Feature: Dual Capture, Spot Color, Timelapse (W/ Hyperlapse), Face Beauty, Video Snapshot, Efficient Videos","2G, 3G, 4G, 5G","Handset, Charger, USB Cable, Guides, Sim Tool, Protective Cover"
SAMSUNG,Galaxy S22 Plus 5G,Green,16.76 cm (6.6 inch),2340 x 1080 Pixels,Android 12,Qualcomm Snapdragon 8 Gen 1,128 GB,8 GB,MicroSD,50MP + 12MP + 10MP,10MP Front Camera,"5G, 4G, 3G, 2G","Handset, Ejection Pin, Data Cable, Quick Start Guide"
POCO,X5 Pro 5G,Yellow,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 778G,256 GB,8 GB,Yes,108MP + 8MP + 2MP,"16MP Front Camera Setup: Camera Features: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Panorama, Short Video","5G, 4G VOLTE, 4G, 3G, 2G","Handset, 67W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
SAMSUNG,Galaxy F04,Opal Green,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 12,Mediatek Helio P35,64 GB,4 GB,1 TB,13MP + 2MP,5MP Front Camera,"4G, 3G, 2G","Handset, USB Cable, Adaptor, Ejection Pin, Manual"
REDMI,10A,Charcoal Black,16.59 cm (6.53 inch),1600X700 Pixels,Android,Octa Core,64 GB,4 GB,1 TB,Primary Camera,5MP Front Camera,5000 mAh,"Phone, charger, Cable, Sim ejector"
SAMSUNG,Galaxy M33 5G,Deep Ocean Blue,16.76 cm (6.6 inch),1080x2400 Pixels,Android 12,Octa Core,128 GB,6 GB,1 TB,Primary Camera,5MP Front Camera,6000 mAh,"Handset, Ejection Pin,Data Cable,Quick Start Guide"
POCO,M4 Pro 5G,Yellow,16.76 cm (6.6 inch),2400 x 1080 Pixels,Android 11,Mediatek Dimensity 810,128 GB,8 GB,MicroSD,50MP + 8MP,"16MP Camera Setup: (f/2.45 Aperture, Pixel Size: 1.0um), Camera Feature: HDR, AI Portrait Mode, Screen Flash, Selfie Timer, Portrait Selfies, Palm Shutter","5G, 4G, 3G, 2G","Handset, 33W Power Adapter, USB Type A-C Cable, Sim Ejector Tool, Transparent Case, Pre-Applied Screen Protector, User Guide, Warranty Card"
OnePlus,Nord CE 2 Lite 5G,Blue Tide,16.74 cm (6.59 inch),2412 x 1080 Pixels,Android 10,Octa Core,128 GB,6 GB,MicroSD,50MP + 8MP,"16MP Camera Setup: (f/2.45 Aperture, Pixel Size: 1.0um), Camera Feature: HDR, AI Portrait Mode, Screen Flash, Selfie Timer, Portrait Selfies, Palm Shutter",5000 mAh,"Phone,SIM Tray Ejector, Adapter, Phone Case, USB Cable"
Nokia,150 TA-1235 DS,Black,6.1 cm (2.4 inch),320 x 240 Pixels,Series 30+,MediaTek,4 MB,4 MB,microSD,0.3MP Rear Camera,No,2G,"Handset, Battery, Micro USB Charger, Quick Start Guide"
Nokia,105 PLUS,Charcoal,4.5 cm (1.77 inch),160 x 128 Pixels,MTK6261D,0.208 GHz,4 MB,4 MB,microSD,No,No,2G,"Handset, Battery, Charger, User Guide"
vivo,T1X,Gravity Black,16.71 cm (6.58 inch),2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,128 GB,4 GB,Dedicated Slot,50MP + 2MP,8MP Front Camera: (f/1.8 Aperture),Yes,"Handset, Documentation, Type-C to USB Cable, USB Power Adapter, Sim Eject Tool, Phone Case, Protective Film (Applied)"
vivo,T1X,Space Blue,16.71 cm (6.58 inch),2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,64 GB,4 GB,Dedicated Slot,50MP + 2MP,8MP Front Camera: (f/1.8 Aperture),Yes,"Handset, Documentation, Type-C to USB Cable, USB Power Adapter, Sim Eject Tool, Phone Case, Protective Film (Applied)"
vivo,T1X,Gravity Black,16.71 cm (6.58 inch),2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,64 GB,4 GB,Dedicated Slot,50MP + 2MP,8MP Front Camera: (f/1.8 Aperture),Yes,"Handset, Documentation, Type-C to USB Cable, USB Power Adapter, Sim Eject Tool, Phone Case, Protective Film (Applied)"
SAMSUNG,Galaxy M33 5G,Mystique Green,16.74 cm (6.59 inch),1080x2400 Pixels,Android 12,Octa Core,128 GB,6 GB,Dedicated Slot,Primary Camera,8MP Front Camera: (f/1.8 Aperture),6000 mAh,"Handset, Ejection Pin,Data Cable,Quick Start Guide"
realme,10 Pro+ 5G,Nebula Blue,17.02 cm (6.7 inch),2412 x 1080 Pixel,Android 13,Mediatek Dimensity 1080 5G,256 GB,8 GB,Dedicated Slot,108MP + 8MP + 2MP,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
POCO,M4 Pro,Yellow,16.33 cm (6.43 inch),2400 x 1080 Pixels,Android 11,Mediatek Helio G96,64 GB,6 GB,MicroSD,64MP + 8MP + 2MP,"16MP Camera Setup: (f/2.45 Aperture, Pixel Size: 1.0um), Camera Feature: HDR, AI Portrait Mode, Screen Flash, Selfie Timer, Portrait Selfies, Palm shutter","4G, 3G, 2G","Handset, 33W Power Adapter, USB Type A-C Cable, Sim Ejector Tool, Transparent Case, Pre-Applied Screen Protector, User Guide, Warranty Card"
vivo,V27 5G,Magic Blue,17.22 cm (6.78 Inch),2400 × 1080 Pixels,Android 13,Mediatek Dimensity 7200 5G,128 GB,8 GB,MicroSD,50MP (OIS) + 8MP + 2MP,"50MP Front Camera: (f/2.45 Aperture, Autofocus), Camera Feature: Night, Portrait, Photo, Video, Micro Movie, High Resolution, Sports, Double Exposure, Dual View, Live Photo",Yes,"Handset, Type-C to USB Cable, USB Power Adapter, Eject Tool, Phone Case, Protective Film (Applied), Documentation"
SAMSUNG,GURU MUSIC 2,Black,5.08 cm (2 inch),128x160$$Pixels,0 0 0 208MHz,208 MHz,0 GB,8 MB,"microSD, up to 16 GB",0MP,0MP Front Camera,2G,"1 stereo headset, 1 travel adaptor, 1 main set"
SAMSUNG,Guru Music 2,White,5.08 cm (2 inch),128 x 160$$Pixels,1,NA 0 Single Core 208MHz,NA,16 GB,MicroSD,NA,NA,2G,"Handsfree, Charger, Handset, Battery"
REDMI,A1,Black,16.56 cm (6.52 inch),1080 x 1920 pixels,Android,2.2 MHz,32 GB,2 GB,MicroSD,Primary Camera,NA,5000 mAh,"Handset, Power Adapter, Micro USB Cable, SIM Insertion Tool, Warranty Card, User Guide"
vivo,T1X,Space Blue,16.71 cm (6.58 inch),2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,128 GB,6 GB,Dedicated Slot,50MP + 2MP,8MP Front Camera: (f/1.8 Aperture),Yes,"Handset, Documentation, Type-C to USB Cable, USB Power Adapter, Sim Eject Tool, Phone Case, Protective Film (Applied)"
vivo,T1X,Gravity Black,16.71 cm (6.58 inch),2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,128 GB,6 GB,Dedicated Slot,50MP + 2MP,8MP Front Camera: (f/1.8 Aperture),Yes,"Handset, Documentation, Type-C to USB Cable, USB Power Adapter, Sim Eject Tool, Phone Case, Protective Film (Applied)"
vivo,T1X,Space Blue,16.71 cm (6.58 inch),2408 x 1080 Pixels,Android 12,Qualcomm Snapdragon 680,128 GB,4 GB,Dedicated Slot,50MP + 2MP,8MP Front Camera: (f/1.8 Aperture),Yes,"Handset, Documentation, Type-C to USB Cable, USB Power Adapter, Sim Eject Tool, Phone Case, Protective Film (Applied)"
Infinix,Hot 20 5G,Space Blue,16.76 cm (6.6 inch),1080 x 2408 Pixels,Android 12,Dimensity 810,128 GB,6 GB,MicroSD,50MP + AI Lens,"8MP AI Camera : (f 2.0) with LED Flash, Front Camera Modes: Super Night, AI Portrait, AI 3D Face Beauty, WideSelfie, AR Shots, Time Lapse, 2K Video Recording with Bokeh","5G, 4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, SIM Ejector Pin, Quick Start Guide, Warranty Card, Xclub Card"
REDMI,10,Sunrise Orange,17.02 cm (6.7 inch),1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,64 GB,4 GB,Dedicated Slot,50MP + 2MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Type C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card"
POCO,M4 Pro,Power Black,16.33 cm (6.43 inch),2400 x 1080 Pixels,Android 11,Mediatek Helio G96,128 GB,8 GB,MicroSD,64MP + 8MP + 2MP,"16MP Camera Setup: (f/2.45 Aperture, Pixel Size: 1.0um), Camera Feature: HDR, AI Portrait Mode, Screen Flash, Selfie Timer, Portrait Selfies, Palm shutter","4G, 3G, 2G","Handset, 33W Power Adapter, USB Type A-C Cable, Sim Ejector Tool, Transparent Case, Pre-Applied Screen Protector, User Guide, Warranty Card"
Nokia,150 DS 2020,Cyan,6.1 cm (2.4 inch),320 x 240 Pixels,Series 30+,MediaTek,4 MB,4 MB,microSD,0.3MP Rear Camera,No,2G,"Handset, Battery, Micro USB Charger, Quick Start Guide"
REDMI,10,Caribbean Green,17.02 cm (6.7 inch),1650 x 720 Pixels,Android 11,Qualcomm Snapdragon 680,128 GB,6 GB,Dedicated Slot,50MP + 2MP,5MP Front Camera,"4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Type C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card"
SAMSUNG,Galaxy F14 5G,GOAT Green,16.76 cm (6.6 inch),2408 x 1080 Pixels,Android 13,"Exynos 1330, Octa Core",128 GB,6 GB,MicroSD,50MP + 2MP,13MP Front Camera,"2G, 3G, 4G, 5G","Handset, Type-C Data Cable, Quick Start Guide, Sim Ejection Pin"
Micromax,IN 2C,Silver,16.56 cm (6.52 inch),1600 x 720 Pixel,Android 11,Unisoc T610,32 GB,3 GB,MicroSD,8MP Rear Camera,"5MP Camera, Camera Feature: Face Beauty, Night Mode, Portrait Mode","4G, 3G, 2G","Handset, Charger, User Manual, Data Cable, Screen Guard, Sim Tool Ejector"
APPLE,IN 2C,Silver,"iPhone, USB-C to Lightning Cable, Documentation",MHDC3HN/A,15.49 cm (6.1 inch),1792 x 828 Pixels,iOS 14.2,A13 Bionic Chip,MicroSD,8MP Rear Camera,"5MP Camera, Camera Feature: Face Beauty, Night Mode, Portrait Mode",Yes,"Handset, Charger, User Manual, Data Cable, Screen Guard, Sim Tool Ejector"
Infinix,NOTE 12i,Alpine White,17.02 cm (6.7 inch),2400 x 1080 Pixels,Android 12,Mediatek Helio G85,64 GB,4 GB,MicroSD,50 MP + 2 MP + QVGA,"8 MP Front Camera Setup: Camera Feature: AI Cam, Beauty, Portrait, AR Shots, Short Video, Wideselfie, Timelapse, Video Features: Film, 2K Video Recording","4G, 3G, 2G","Handset, Adaptor, USB Type-C Cable, TPU Case, Sim Ejector Pin, Quick Start Guide, Warranty Card, Xclub Card"
MOTOROLA,e13,Aurora Green,16.51 cm (6.5 inch),1600 x 720 Pixels,Android 13 (Go Edition),Unisoc T606,64 GB,2 GB,MicroSD,13MP Rear Camera,"5MP Front Camera Setup: (f/2.2 Aperture, 1.12um Pixel Size), Camera Feature: Portrait, Photo, Face Beauty, Auto Smile Capture, HDR, Leveler, Mirror, Assistive Grid, Watermark, Timer, Video Feature: Video, Timelapse, Snap in Video Recording","4G, 3G, 2G","Handset, 10W Charger, USB Type-C Cable, Guides, Sim Tool, Transparent Protective Case"
POCO,X5 Pro 5G,Horizon Blue,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 778G,128 GB,6 GB,Yes,108MP + 8MP + 2MP,"16MP Front Camera Setup: Camera Features: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Panorama, Short Video","5G, 4G VOLTE, 4G, 3G, 2G","Handset, 67W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
MOTOROLA,g82 5G,Meterorite Grey,16.76 cm (6.6 inch),2400x1080 Pixels,Android 12,Qualcomm Snapdragon 695 5G,128 GB,8 GB,MicroSD,50MP + 8MP + 2MP,"16MP Camera Setup: (f/2.2 Aperture, Pixel Size: 1.0um), Camera Feature: Portrait Mode, Photo, Video, Face Beauty, Pro Mode, HDR, Spot Color, Dual Capture, Hyperlapse, Face Beauty for Videos","5G, 4G, 3G, 2G","Handset, Charger, USB Cable, Guides, Sim Tool"
Micromax,J22,Purple,6.1 cm (2.4 inch),240x320$$Pixels,1.8 MHz,Qualcomm Snapdragon 695 5G,32 MB,32 MB,MicroSD,GSM,"16MP Camera Setup: (f/2.2 Aperture, Pixel Size: 1.0um), Camera Feature: Portrait Mode, Photo, Video, Face Beauty, Pro Mode, HDR, Spot Color, Dual Capture, Hyperlapse, Face Beauty for Videos",1000 mAh,"Mobile, battery, Charger , User guide"
REDMI,Note 12 Pro 5G,Stardust Purple,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Mediatek Dimensity 1080,128 GB,6 GB,Yes,50MP (OIS) + 8MP + 2MP,"16 MP Front Camera: Camera Feature: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Long Exposure, Panorama, Short Video","5G, 4G VOLTE, 4G, 3G, 2G","Handset, 67 W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
realme,10 Pro+ 5G,Nebula Blue,17.02 cm (6.7 inch),2412 x 1080 Pixel,Android 13,Mediatek Dimensity 1080 5G,128 GB,8 GB,Yes,108MP + 8MP + 2MP,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
realme,10 Pro+ 5G,Hyperspace,17.02 cm (6.7 inch),2412 x 1080 Pixel,Android 13,Mediatek Dimensity 1080 5G,128 GB,8 GB,Yes,108MP + 8MP + 2MP,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
realme,10 Pro+ 5G,Hyperspace,17.02 cm (6.7 inch),2412 x 1080 Pixel,Android 13,Mediatek Dimensity 1080 5G,128 GB,6 GB,Yes,108MP + 8MP + 2MP,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
realme,10 Pro+ 5G,Nebula Blue,17.02 cm (6.7 inch),2412 x 1080 Pixel,Android 13,Mediatek Dimensity 1080 5G,128 GB,6 GB,Yes,108MP + 8MP + 2MP,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
realme,10 Pro+ 5G,Dark Matter,17.02 cm (6.7 inch),2412 x 1080 Pixel,Android 13,Mediatek Dimensity 1080 5G,128 GB,6 GB,Yes,108MP + 8MP + 2MP,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View","5G, 4G VOLTE, 4G, 3G, 2G","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, Case"
Micromax,IN 2C,Brown,16.56 cm (6.52 inch),1600 x 720 Pixel,Android 11,Unisoc T610,32 GB,3 GB,MicroSD,8MP Rear Camera,"5MP Camera, Camera Feature: Face Beauty, Night Mode, Portrait Mode","4G, 3G, 2G","Handset, Charger, User Manual, Data Cable, Screen Guard, Sim Tool Ejector"
SAMSUNG,Guru Music 2,Blue,5.08 cm (2 inch),128 x 160,0 0 0 208MHz,208 MHz,NA,Yes,Yes,8MP Rear Camera,"5MP Camera, Camera Feature: Face Beauty, Night Mode, Portrait Mode",Alphanumeric,"Handsfree, User Guide, Charger, Handset, Battery"
POCO,X5 Pro 5G,Astral Black,16.94 cm (6.67 inch),2400 x 1080 Pixels,Android 12,Qualcomm Snapdragon 778G,128 GB,6 GB,Yes,108MP + 8MP + 2MP,"16MP Front Camera Setup: Camera Features: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Panorama, Short Video","5G, 4G VOLTE, 4G, 3G, 2G","Handset, 67W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card"
Kechaoda,K112,Green,6.1 cm (2.4 inch),240 x 320 Pixels,"GSM-850,GSM-900,DCS-1800,PCS-1900",Qualcomm Snapdragon 778G,64 MB,32 MB,Dedicated Slot,0.3MP Rear Camera,"16MP Front Camera Setup: Camera Features: Portrait Mode, Front Video Recording, Palm Shutter, Voice Shutter, Movie Frame, Night Mode, Slow Motion, Timelapse, AI Watermark, Panorama, Short Video",2G,"Handset, Earphone, Battery, Charger and User Manual"
POCO,M4 5G,Yellow,16.71 cm (6.58 inch),2400 x 1080 Pixels,Android 12,Mediatek Dimensity 700,128 GB,6 GB,MicroSD,50MP + 2MP,"8MP Camera Setup: (f/2.45 Aperture, 1.0um Pixel Size), Camera Feature: Portrait, HDR, Timed Burst, AI Beauty Mode, AI Filters, Movie Frame, Palm Shutter","5G, 4G, 3G, 2G","Handset, 22.5 W Power Adapter, USB Type A-C Cable, Sim Ejector Tool, Transparent Case, Pre-Applied Screen Protector, User Guide, Warranty Card"
