Phone name,Rating,Number of ratings,RAM,Storage,Display,Camera,Battery,Processor
"itel A49 (Crystal Purple, 32 GB)",4.2,542 Ratings,2 GB RAM ,32 GB ROM,16.76 cm (6.6 inch) HD+ Display,5MP Rear Camera | 5MP Front Camera,4000 mAh Li-Polymer Battery,Quad Core Processor
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
"realme 8 5G (Supersonic Blue, 128 GB)",4.3,"75,785 Ratings",4 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,MediaTek Dimensity 700 (MT6833) Processor
"APPLE iPhone 14 Plus (Starlight, 256 GB)",4.7,"3,134 Ratings",256 GB RO,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"REDMI 10 Power (Power Black, 128 GB)",4.1,601 Ratings,8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6000 mAh Battery,12 Months Warranty
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"vivo Y22 (Metaverse Green, 64 GB)",4.4,566 Ratings,4 GB RAM ,64 GB ROM,16.64 cm (6.55 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio G70 Processor
"MOTOROLA e32s (Misty Silver, 32 GB)",3.6,499 Ratings,3 GB RAM ,32 GB ROM,16.51 cm (6.5 inch) HD+ Display,16MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio G37 Processor
"realme 9 5G (Supersonic Blue, 64 GB)",4.5,"38,084 Ratings",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
"realme 9 5G (Meteor Black, 64 GB)",4.5,"38,084 Ratings",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
"realme 9 5G (Meteor Black, 128 GB)",4.4,"47,569 Ratings",6 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
"SAMSUNG Galaxy A73 5G (Awesome White, 128 GB)",4.2,"1,348 Ratings",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,108MP + 12MP + 5MP + 5MP | 32MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 778G Processor
"OPPO A57 (Glowing Gold, 64 GB)",4.4,"2,113 Ratings",4 GB RAM ,64 GB ROM,16.66 cm (6.56 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G35 Processor
itel it5026,4,"1,106 Ratings",4 MB RAM ,4 MB ROM,6.1 cm (2.4 inch) Display,2MP Rear Camera,1200 mAh Battery,1 Year Manufacturer Warranty on handset and six month of accessories
"APPLE iPhone 14 Plus (Midnight, 256 GB)",4.7,"3,134 Ratings",256 GB RO,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"realme 9 Pro+ 5G (Aurora Green, 128 GB)",4.4,"29,207 Ratings",8 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 16MP Front Camera,4500 mAh Li-ion Battery,Mediatek Dimensity 920 Processor
GREENBERRI VIRAT,3.7,315 Ratings,64 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) Display,2MP Rear Camera,1000 mAh Battery,1 Year For Mobile
"MOTOROLA Edge 30 Fusion (Cosmic grey, 128 GB)",4.4,"2,417 Ratings",8 GB RAM ,128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 13MP + 2MP | 32MP Front Camera,4400 mAh Lithium Battery,Qualcomm Snapdragon 888 + Processor
"realme 9 Pro+ 5G (Midnight Black, 256 GB)",4.4,"29,207 Ratings",8 GB RAM ,256 GB ROM,16.26 cm (6.4 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 16MP Front Camera,4500 mAh Li-ion Battery,Mediatek Dimensity 920 Processor
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
"SAMSUNG Galaxy A14 5G (Dark Red, 64 GB)",4.5,28 Ratings,4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP | 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
itel Magic3 Smart Touch Keypad,4,903 Ratings,8 MB RAM ,8 MB ROM,7.11 cm (2.8 inch) Display,1.3MP Rear Camera,1500 mAh Battery,Smart Touch Keypad - Add a Magical Touch to your Life
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
LAVA A1 Super 2021,4,"2,156 Ratings",32 MB RAM ,24 MB ROM,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Li-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box
"realme 9i (Prism Blue, 64 GB)",4.5,"1,23,193 Ratings",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium ion Battery,Qualcomm Snapdragon 680 (SM6225) Processor
itel Power 410,4.1,"1,762 Ratings",4 MB RAM ,4 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2500 mAh Lithium-ion Battery,SC6531E Processor
"LAVA Blaze Pro (Glass Orange, 64 GB)",4.4,206 Ratings,4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek G37 Octa Core Processor Processor
"Infinix Zero 20 (Green Fantasy, 128 GB)",4.2,"1,065 Ratings",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,108MP + 13MP + 2MP | 60 MP with OIS,4500 mAh Lithium-ion Polymer Battery,Mediatek G99 Processor
"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)",4.4,"2,417 Ratings",8 GB RAM ,128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 13MP + 2MP | 32MP Front Camera,4400 mAh Lithium Battery,Qualcomm Snapdragon 888 + Processor
"Tecno Pova Neo (Obsidian Black, 128 GB)",4.1,688 Ratings,6 GB RAM ,128 GB ROM,17.27 cm (6.8 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Helio G25 Processor
itel U20,4.1,898 Ratings,4 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1000 mAh Lithium-ion Battery,SC6531E Processor
Salora Coral,3.8,573 Ratings,32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,1.3MP Rear Camera,1800 mAh Battery,1 Year
LAVA A1,4.2,"1,07,653 Ratings",24 MB RAM ,24 MB ROM,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Battery,1 Year Warranty
"SAMSUNG Galaxy S21 FE 5G (Olive, 128 GB)",4.4,"33,913 Ratings",8 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,12MP + 12MP + 8MP (OIS) | 32MP Front Camera,4500 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
Kechaoda K66 The Music House 4,3.9,"15,971 Ratings",32 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,1.3MP Rear Camera,400 mAh Battery,1 Year Brand Service Center Warranty
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
"Nokia C21 Plus (Warm Grey, 64 GB)",3.8,105 Ratings,4 GB RAM ,64 GB ROM,16.69 cm (6.57 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5050 mAh Lithium Polymer Battery,Octa Core Processor
"realme Narzo 50i (Carbon Black, 32 GB)",4.5,"1,21,923 Ratings",2 GB RAM ,32 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,SC9863A Processor
"vivo T1X (Gravity Black, 64 GB)",4.5,"75,082 Ratings",4 GB RAM ,64 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
"SAMSUNG Galaxy A13 (Blue, 64 GB)",4.1,700 Ratings,4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Exynos Octa Core Processor
"REDMI Note 11 SE (Bifrost Blue, 64 GB)",4.3,"36,679 Ratings",6 GB RAM ,64 GB ROM,16.33 cm (6.43 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio G95 Octa Core Processor
"POCO M4 Pro (Power Black, 128 GB)",4.3,"1,43,730 Ratings",6 GB RAM ,128 GB ROM,16.33 cm (6.43 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G96 Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
SAMSUNG Metro 313 Dual Sim,4.3,"23,442 Ratings",4 MB RAM ,2.27 MB RO,5.16 cm (2.03 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Battery,NA Processor
"Tecno Pova 3 (Electric Blue, 128 GB)",4,202 Ratings,6 GB RAM ,128 GB ROM,17.53 cm (6.9 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor
"REDMI 9 Activ (Carbon Black, 64 GB)",4.2,"9,578 Ratings",4 GB RAM ,64 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"SAMSUNG Galaxy M33 5G (Emarld Brown, 128 GB)",4.2,"7,641 Ratings",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 Year Warranty
"REDMI 10 Power (Sporty Orange, 128 GB)",4.1,601 Ratings,8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6000 mAh Battery,12 Months Warranty
"APPLE iPhone 12 (Blue, 128 GB)",4.6,"1,86,537 Ratings",128 GB RO,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"APPLE iPhone 12 (Red, 128 GB)",4.6,"1,86,537 Ratings",128 GB RO,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"Infinix Hot 11 (Silver Wave, 64 GB)",4.3,"16,104 Ratings",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,13MP + Depth Lens | 8MP Front Camera,5200 mAh Li-ion Polymer Battery,MediaTek Helio G70 Processor
"realme GT Neo 3T (Shade Black, 256 GB)",4.3,"7,077 Ratings",8 GB RAM ,256 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 870 Processor
Nokia 125 TA-1253 DS,4,"2,866 Ratings",4 MB RAM ,4 MB ROM,6.1 cm (2.4 inch) Display,1020 mAh Lithium-ion Battery,MediaTek Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase
"SAMSUNG GALAXY M13 (Aqua Green, 64 GB)",4.2,"2,305 Ratings",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 Year Warranty
"itel A49 (Dome Blue, 32 GB)",4.2,542 Ratings,2 GB RAM ,32 GB ROM,16.76 cm (6.6 inch) HD+ Display,5MP Rear Camera | 5MP Front Camera,4000 mAh Li-Polymer Battery,Quad Core Processor
"POCO M3 (Yellow, 64 GB)",4.3,"1,24,680 Ratings",4 GB RAM ,64 GB ROM,16.59 cm (6.53 inch) Full HD+ Display,48MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 662 Processor
itel U20,4.1,898 Ratings,4 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1000 mAh Lithium-ion Battery,SC6531E Processor
"Infinix Smart 5A (Midnight Black, 32 GB)",4.3,"78,709 Ratings",2 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) HD+ Display,8MP + Depth Sensor | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,MediaTek Helio A20 Processor
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
"realme C30s (Stripe Blue, 64 GB)",4.3,"4,120 Ratings",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc SC9863A/ Unisoc SC9863A1 Processor
"APPLE iPhone 12 (Black, 64 GB)",4.6,"1,86,537 Ratings",64 GB RO,64 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
KARBONN K531,4.5,52 Ratings,32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera,1800 mAh Battery,1 Year Brand Warranty
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"Infinix Note 12 TURBO (Snowfall, 128 GB)",4.2,"7,697 Ratings",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP Depth Lens + AI lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,Mediatek Helio G96 Processor
"Infinix Hot 11 (Silver Wave, 64 GB)",4.3,"16,104 Ratings",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,13MP + Depth Lens | 8MP Front Camera,5200 mAh Li-ion Polymer Battery,MediaTek Helio G70 Processor
"Tecno Spark 9 (Infinity Black, 64 GB)",4.1,397 Ratings,4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Battery,MediaTek Helio G37 Processor
"SAMSUNG Galaxy A03 Core (Bronze, 32 GB)",4,"2,626 Ratings",2 GB RAM ,32 GB ROM,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year of Device & 6 Months for In-Box Accessories
"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)",4.3,956 Ratings,8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 Year Warranty
"APPLE iPhone 12 (Blue, 128 GB)",4.6,"1,86,537 Ratings",128 GB RO,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"MOTOROLA Edge 30 Fusion (Cosmic grey, 128 GB)",4.4,"2,417 Ratings",8 GB RAM ,128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 13MP + 2MP | 32MP Front Camera,4400 mAh Lithium Battery,Qualcomm Snapdragon 888 + Processor
Nokia 125 DS 2020,3.9,"6,025 Ratings",4 MB RAM ,4 MB ROM,6.1 cm (2.4 inch) Display,1020 mAh Lithium-ion Battery,MediaTek Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase
"APPLE iPhone 14 Pro (Space Black, 128 GB)",4.7,662 Ratings,128 GB RO,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
KARBONN K9 Yuva,3.9,588 Ratings,64 MB RAM ,32 KB ROM,4.57 cm (1.8 inch) QVGA Display,2MP Rear Camera,2502 mAh Battery,1 Year Manufacturer Warranty
"REDMI 9 Activ (Metallic Purple, 128 GB)",4.2,"4,865 Ratings",6 GB RAM ,128 GB ROM,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio G35 Processor
"SAMSUNG Galaxy A03 (Black, 64 GB)",4.2,174 Ratings,4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) HD+ Display,48MP + 2MP | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc UMS9230 Processor
"SAMSUNG Galaxy S21 FE 5G (White, 128 GB)",4.4,"33,913 Ratings",8 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,12MP + 12MP + 8MP (OIS) | 32MP Front Camera,4500 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"IQOO 9 SE 5G (Space Fusion, 128 GB)",4.1,226 Ratings,8 GB RAM ,128 GB ROM,16.81 cm (6.62 inch) Display,48MP Rear Camera,4500 mAh Battery,1 Year
MU M370,4.1,"1,073 Ratings",32 MB RAM ,32 MB ROM,3.66 cm (1.44 inch) Display,0.3MP Rear Camera,700 mAh Battery,1 year Warranty
"realme Narzo 50i (Mint Green, 32 GB)",4.5,"1,21,923 Ratings",2 GB RAM ,32 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,SC9863A Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"realme Narzo 50i (Carbon Black, 64 GB)",4.3,"62,145 Ratings",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,SC9863A Processor
KARBONN K531,4.5,52 Ratings,32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera,1800 mAh Battery,1 Year Brand Warranty
"REDMI 9 Prime (Matte Black, 64 GB)",4.4,"2,27,131 Ratings",4 GB RAM ,64 GB ROM,16.59 cm (6.53 inch) Full HD+ Display,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,5020 mAh Battery,MediaTek Helio G80 Processor
"Infinix Note 12 TURBO (Snowfall, 128 GB)",4.2,"7,697 Ratings",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP Depth Lens + AI lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,Mediatek Helio G96 Processor
"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)",4.3,956 Ratings,8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 Year Warranty
"realme GT Neo 3T (Dash Yellow, 256 GB)",4.3,"7,077 Ratings",8 GB RAM ,256 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 870 Processor
"realme GT Neo 3T (Dash Yellow, 128 GB)",4.3,"7,077 Ratings",8 GB RAM ,128 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 870 Processor
"realme GT Neo 3T (Dash Yellow, 128 GB)",4.3,"11,704 Ratings",6 GB RAM ,128 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 870 Processor
"realme GT Neo 3T (Drifting White, 128 GB)",4.3,"7,077 Ratings",8 GB RAM ,128 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 870 Processor
"realme GT Neo 3T (Drifting White, 256 GB)",4.3,"7,077 Ratings",8 GB RAM ,256 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 870 Processor
"realme GT Neo 3T (Shade Black, 128 GB)",4.3,"11,704 Ratings",6 GB RAM ,128 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 870 Processor
"realme GT Neo 3T (Drifting White, 128 GB)",4.3,"11,704 Ratings",6 GB RAM ,128 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 870 Processor
"realme GT Neo 3T (Shade Black, 128 GB)",4.3,"7,077 Ratings",8 GB RAM ,128 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 870 Processor
LAVA A1 Super 2021,4,"2,156 Ratings",32 MB RAM ,24 MB ROM,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Li-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box
"SAMSUNG Galaxy A13 (Black, 128 GB)",4.1,700 Ratings,4 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Exynos Octa Core Processor
Lava Pulse1- with contactless Talking Thermometer,4,453 Ratings,32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1800 mAh Lithium-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
Kechaoda K33,4,"8,329 Ratings",32 MB RAM ,32 MB ROM,3.56 cm (1.4 inch) Display,0.3MP Rear Camera,800 mAh Battery,1 Year Warranty
Kechaoda K33,4,"8,329 Ratings",32 MB RAM ,32 MB ROM,3.56 cm (1.4 inch) Display,0.3MP Rear Camera,800 mAh Battery,1 Year Warranty
Snexian GURU 106,3.4,"2,374 Ratings",32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,1MP Rear Camera,1080 mAh Battery,1 Year Domestic Warranty
LAVA Flip,4.2,"1,531 Ratings",56 MB RAM ,56 MB ROM,6.1 cm (2.4 inch) Display,0.08MP Rear Camera,1200 mAh Battery,1 YEAR BRAND WARANTY FOR MOBILE AND SIX MONTH WARANTY FOR ALL ITS ASSESARY
"SAMSUNG GALAXY M13 5G (Aqua Green, 64 GB)",4,236 Ratings,4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Display,50MP Rear Camera,5000 mAh Battery,12 Months Warranty
LAVA 34 Super,4.1,"1,125 Ratings",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) QVGA Display,1.3MP Rear Camera,2500 mAh Battery,SC6531E Processor
LAVA 34 Super,4.1,"1,125 Ratings",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) QVGA Display,1.3MP Rear Camera,2500 mAh Battery,SC6531E Processor
"realme 8i (Space Purple, 64 GB)",4.5,"1,72,534 Ratings",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,MediaTek Helio G96 Processor
"realme 8i (Space Black, 64 GB)",4.5,"1,72,534 Ratings",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,MediaTek Helio G96 Processor
"OPPO Reno8 5G (Shimmer Black, 128 GB)",4.3,"33,894 Ratings",8 GB RAM ,128 GB ROM,16.33 cm (6.43 inch) Full HD Display,50MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 1300 Processor
"OPPO Reno8 5G (Shimmer Gold, 128 GB)",4.3,"33,894 Ratings",8 GB RAM ,128 GB ROM,16.33 cm (6.43 inch) Full HD Display,50MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 1300 Processor
