Phone name,Rating,Number of ratings,RAM,Storage,Display,Camera,Battery,Processor
Kechaoda K-9,4,"1,322 Ratings",64 MB RAM ,64 MB ROM,5.59 cm (2.2 inch) Display,0.3MP Rear Camera,2000 mAh Battery,1 Year Manufacturer Warranty
"realme 9i 5G (Rocking Black, 128 GB)",4.3,"5,275 Ratings",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor
LAVA A3,4.2,"19,208 Ratings",0 GB ROM ,Expandable,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1750 mAh Battery,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"Infinix HOT 20 5G (Space Blue, 64 GB)",4.3,"1,975 Ratings",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,Dimensity 810 Processor
"Infinix HOT 20 5G (Racing Black, 64 GB)",4.3,"1,975 Ratings",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + AI Lens | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,Dimensity 810 Processor
"realme Narzo 50A Prime (Flash Black, 64 GB)",4.2,95 Ratings,4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"REDMI Note 12 Pro 5G (Stardust Purple, 256 GB)",4.3,"2,670 Ratings",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) Full HD Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
"realme C31 (Light Silver, 32 GB)",4.5,"45,871 Ratings",3 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,5000 mAh Battery,Unisoc T612 Processor
"realme C31 (Dark Green, 64 GB)",4.4,"60,569 Ratings",4 GB RAM ,64 GB ROM,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,5000 mAh Battery,Unisoc T612 Processor
"realme C31 (Light Silver, 64 GB)",4.4,"60,569 Ratings",4 GB RAM ,64 GB ROM,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,5000 mAh Battery,Unisoc T612 Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"realme C31 (Dark Green, 32 GB)",4.5,"45,871 Ratings",3 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,5000 mAh Battery,Unisoc T612 Processor
"APPLE iPhone 12 (Green, 128 GB)",4.6,"1,86,537 Ratings",128 GB RO,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
"Infinix Hot 12 Pro (Lightsaber Green, 64 GB)",4.2,"6,310 Ratings",6 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,50 MP + Depth Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor
"Infinix Hot 12 Pro (Electric Blue, 64 GB)",4.2,"6,310 Ratings",6 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,50 MP + Depth Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor
"Micromax IN 2C (Silver, 32 GB)",4.2,"2,800 Ratings",3 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T610 Processor
"Micromax IN 2C (Brown, 32 GB)",4.2,"2,800 Ratings",3 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T610 Processor
"realme C11 2021 (Cool Blue, 64 GB)",4.3,"2,06,182 Ratings",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Octa-core Processor
"SAMSUNG GALAXY M13 5G (Midnight Blue, 64 GB)",4,236 Ratings,4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Display,50MP Rear Camera,5000 mAh Battery,12 Months Warranty
"MOTOROLA e32 (Eco Black, 64 GB)",4.1,487 Ratings,4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Mediatek Helio G37 Processor
"REDMI Note 12 Pro 5G (Onyx Black, 256 GB)",4.3,"2,670 Ratings",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) Full HD Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
"POCO X4 Pro 5G (Yellow, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
Micromax X512,4.1,327 Ratings,30 MB RAM ,24 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1750 mAh Battery,1 Year Warranty
SAMSUNG Guru Music 2 SM-B315E,4.2,"9,232 Ratings",Expandable Upto 16 G,Expandable,5.08 cm (2 inch) QVGA Display,0MP Front Camera,800 mAh Battery,0 0 0 208MHz Processor
"REDMI 10 (Caribbean Green, 128 GB)",4.2,"23,884 Ratings",6 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor
"REDMI Note 12 Pro 5G (Stardust Purple, 128 GB)",4.3,"6,874 Ratings",6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
KARBONN KX3,3.9,"8,550 Ratings",32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Battery,1 Year Brand Warranty
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"APPLE iPhone 14 Plus (Midnight, 128 GB)",4.7,"3,134 Ratings",128 GB RO,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"APPLE iPhone 14 (Blue, 256 GB)",4.7,"11,289 Ratings",256 GB RO,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Infinix Note 12 (Force Black, 64 GB)",4.2,"24,477 Ratings",4 GB RAM ,64 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50MP + 2MP Depth + AI Lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,MediaTek Helio G88 Processor
"OPPO A17 (Sunlight Orange, 64 GB)",4.4,"1,281 Ratings",4 GB RAM ,64 GB ROM,16.66 cm (6.56 inch) HD+ Display,50MP + 0.3MP + 0.3MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G35 Processor
"REDMI Note 12 Pro 5G (Onyx Black, 256 GB)",4.3,"2,670 Ratings",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) Full HD Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
"vivo Y16 (Drizzling Gold, 32 GB)",4.3,"1,213 Ratings",3 GB RAM ,32 GB ROM,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
Micromax X708,3.9,"2,165 Ratings",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1450 mAh Battery,One Year manufacturer Warranty
"MOTOROLA Edge 30 (Meteor Grey, 128 GB)",4.1,"4,213 Ratings",8 GB RAM ,128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 50MP + 2MP | 32MP Front Camera,4020 mAh Lithium Battery,Qualcomm Snapdragon 778G Plus Processor
"POCO X4 Pro 5G (Laser Blue, 64 GB)",4.2,"69,671 Ratings",6 GB RAM ,64 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",4.3,"1,50,714 Ratings",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Warranty
"Nothing Phone (1) (White, 256 GB)",4.3,"6,451 Ratings",12 GB RAM ,256 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 50MP | 16MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 778G+ Processor
LAVA Flip,4.1,"13,531 Ratings",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) QVGA Display,0.08MP Rear Camera,1200 mAh Lithium-ion Battery,MTK6261D Processor
Nokia 105 PLUS,4.1,"6,630 Ratings",4 MB RAM ,4 MB ROM,4.5 cm (1.77 inch) Display,0MP Front Camera,1000 mAh Lithium Ion Battery,MTK6261D Processor
Nokia 105 PLUS,4.1,"6,630 Ratings",4 MB RAM ,4 MB ROM,4.5 cm (1.77 inch) Display,0MP Front Camera,1000 mAh Lithium Ion Battery,MTK6261D Processor
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
itel Ace 2,4,668 Ratings,4 MB RAM ,4 MB ROM |,4.57 cm (1.8 inch) Quarter QVGA Display,0MP Front Camera,1000 mAh Lithium Ion Battery,Spreadtrum Processor
"Infinix Note 12 Pro (Tuscany Blue, 256 GB)",4.2,"3,570 Ratings",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,108MP + 2MP Depth Lens + AI lens | 16MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Helio G99 Processor
"realme C30s (Stripe Blue, 32 GB)",4.5,"4,491 Ratings",2 GB RAM ,32 GB ROM,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Lithium Ion Battery,Unisoc SC9863A/ Unisoc SC9863A1 Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"Infinix NOTE 12i (Force Black, 64 GB)",4.4,131 Ratings,4 GB RAM ,64 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50 MP + 2 MP + QVGA | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G85 Processor
"APPLE iPhone 14 Plus (Blue, 128 GB)",4.7,"3,134 Ratings",128 GB RO,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
Micromax X512,3.9,"9,855 Ratings",56 MB RAM ,24 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1750 mAh Battery,1 Year Warranty
"REDMI 10 (Caribbean Green, 128 GB)",4.2,"23,884 Ratings",6 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor
Snexian GURU 310,3.3,"18,571 Ratings",32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) NA Display,1.3MP Rear Camera,1000 mAh Battery,1 Year Warranty
Micromax X749,4,"7,284 Ratings",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1750 mAh Battery,1 Year Product and 6 Month Accessories
"realme Narzo 50 (Speed Blue, 64 GB)",4.5,"15,040 Ratings",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio G96 Processor
"realme Narzo 50 (Speed Black, 64 GB)",4.5,"15,040 Ratings",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio G96 Processor
"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)",4.3,"1,50,714 Ratings",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Warranty
LAVA A3,4.2,"19,208 Ratings",0 GB ROM ,Expandable,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1750 mAh Battery,1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Nokia 110 Dual Sim 2022,4.4,61 Ratings,4 MB RAM ,4 MB ROM,4.5 cm (1.77 inch) Display,1MP Rear Camera,1000 mAh Battery,1 year
"IQOO Neo 6 5G (Dark Nova, 128 GB)",4.3,907 Ratings,8 GB RAM ,128 GB ROM,16.81 cm (6.62 inch) Display,64MP + 64MP + 8MP + 2MP | 16MP + 16MP Dual Front Camera,4700 mAh Battery,1 Year
"MOTOROLA g31 (Meteorite Grey, 128 GB)",4.2,"13,116 Ratings",6 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh LiPo Battery,Mediatek Helio G85 Processor
"REDMI Note 11 (Starburst White, 64 GB)",4.3,270 Ratings,4 GB RAM ,64 GB ROM,16.33 cm (6.43 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Warranty
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
"Infinix Note 12 Pro (Volcanic Grey, 256 GB)",4.2,"3,570 Ratings",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,108MP + 2MP Depth Lens + AI lens | 16MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Helio G99 Processor
"realme 9i 5G (Metallica Gold, 128 GB)",4.3,"5,275 Ratings",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor
itel MagicX Pro,3.9,128 Ratings,64 MB RAM ,128 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2500 mAh Battery,2 Years Manufacturer Warranty on Device and 6 Months on Accessories
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
DIZO Star 300,3.9,"9,648 Ratings",32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,2550 mAh Battery,SC6531E Processor
"realme 9 (Stargaze White, 128 GB)",4.4,"60,263 Ratings",6 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) Full HD+ AMOLED Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor
"realme 9 (Sunburst Gold, 128 GB)",4.4,"60,263 Ratings",6 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) Full HD+ AMOLED Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor
"realme 9 (Meteor Black, 128 GB)",4.4,"23,994 Ratings",8 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) Full HD+ AMOLED Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor
"REDMI A1 (Black, 32 GB)",4.3,"3,401 Ratings",2 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) Display,5MP Rear Camera,5000 mAh Battery,12 months
"REDMI Note 12 Pro 5G (Stardust Purple, 256 GB)",4.3,"2,670 Ratings",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) Full HD Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
"Google Pixel 6a (Chalk, 128 GB)",4.3,"26,925 Ratings",6 GB RAM ,128 GB ROM,15.6 cm (6.14 inch) Full HD+ Display,12.2MP + 12MP | 8MP Front Camera,4410 mAh Battery,Google Tensor Processor
"SAMSUNG Galaxy A23 5G (Light Blue, 128 GB)",4,5 Ratings,8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 695 (SM6375) Processor
LAVA Flip,4.1,"13,531 Ratings",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) QVGA Display,0.08MP Rear Camera,1200 mAh Lithium-ion Battery,MTK6261D Processor
"APPLE iPhone 13 ((PRODUCT)RED, 128 GB)",4.7,"1,86,839 Ratings",128 GB RO,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year
"REDMI Note 12 Pro 5G (Glacier Blue, 128 GB)",4.3,"2,670 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)",4.3,956 Ratings,8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 Year Warranty
"APPLE iPhone 14 Plus (Starlight, 128 GB)",4.7,"3,134 Ratings",128 GB RO,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Tecno Pova 3 (Electric Blue, 64 GB)",4.2,363 Ratings,4 GB RAM ,64 GB ROM,17.53 cm (6.9 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,7000 mAh Battery,MediaTek Helio G88 Processor
"vivo T1 Pro 5G (Turbo Black, 128 GB)",4.4,"7,755 Ratings",6 GB RAM ,128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
"Infinix Note 12 Pro (Volcanic Grey, 256 GB)",4.2,"3,570 Ratings",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) Full HD+ AMOLED Display,108MP + 2MP Depth Lens + AI lens | 16MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Helio G99 Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
LAVA Flip,4.1,"13,531 Ratings",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) QVGA Display,0.08MP Rear Camera,1200 mAh Lithium-ion Battery,MTK6261D Processor
itel MagicX Pro,3.9,128 Ratings,64 MB RAM ,128 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2500 mAh Battery,2 Years Manufacturer Warranty on Device and 6 Months on Accessories
Kechaoda K112,4,"19,654 Ratings",32 MB RAM ,64 MB ROM,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,3600 mAh Battery,1 Year Manufacturer Warranty
"SAMSUNG Galaxy S20 FE 5G (Cloud Navy, 128 GB)",4.5,39 Ratings,8 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) Display,12MP Rear Camera,4500 mAh Battery,1 Year Warranty
"realme Narzo 50 (Speed Black, 64 GB)",4.5,"15,040 Ratings",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Helio G96 Processor
"REDMI Note 11s (Space Black, 128 GB)",4.2,"1,022 Ratings",8 GB RAM ,128 GB ROM,16.33 cm (6.43 inch) Display,50MP Rear Camera,5000 mAh Battery,12 Months Warranty
KARBONN KX3,3.9,"8,550 Ratings",32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Battery,1 Year Brand Warranty
Micromax X413,4,"2,890 Ratings",32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,One Year manufacturer Warranty
"SAMSUNG Galaxy A23 5G (Silver, 128 GB)",4,5 Ratings,8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 695 (SM6375) Processor
LAVA A1 2021,4.1,"4,030 Ratings",32 MB RAM ,24 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Lithium Ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box
"Nothing Phone (1) (Black, 256 GB)",4.3,"47,330 Ratings",8 GB RAM ,256 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 50MP | 16MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 778G+ Processor
Micromax X749,4,"7,284 Ratings",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1750 mAh Battery,1 Year Product and 6 Month Accessories
"Google Pixel 7 Pro (Hazel, 128 GB)",4.5,"1,622 Ratings",12 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,50MP + 48MP + 12MP | 10.8MP Front Camera,4926 mAh Battery,Google Tensor G2 Processor
LAVA A5,4.1,"12,500 Ratings",32 MB RAM ,24 MB ROM,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Li-ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)",4.3,"4,380 Ratings",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,200MP + 8MP + 2MP | 16MP Front Camera,4980 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
Nokia 105SS PLUS,4,"1,115 Ratings",32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1000 mAh Battery,SC6531E Processor
"POCO X4 Pro 5G (Laser Black, 128 GB)",4.1,"15,952 Ratings",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"Infinix Hot 12 Pro (Racing Black, 64 GB)",4.2,"6,310 Ratings",6 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,50 MP + Depth Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor
"Infinix Hot 12 Pro (Halo White, 64 GB)",4.2,"6,310 Ratings",6 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,50 MP + Depth Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor
DIZO Star 500,4,"12,642 Ratings",32 MB RAM ,32 MB ROM,7.11 cm (2.8 inch) QVGA Display,0.3MP Rear Camera,1900 mAh Battery,SC6531E Processor
"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)",4.3,30 Ratings,8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP | 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
Kechaoda K-9,4,"1,322 Ratings",64 MB RAM ,64 MB ROM,5.59 cm (2.2 inch) Display,0.3MP Rear Camera,2000 mAh Battery,1 Year Manufacturer Warranty
itel it2163S,4.1,665 Ratings,4 MB RAM ,4 MB ROM |,4.57 cm (1.8 inch) Quarter QVGA Display,1200 mAh Lithium Ion Battery,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
itel it2163S,4.1,665 Ratings,4 MB RAM ,4 MB ROM |,4.57 cm (1.8 inch) Quarter QVGA Display,1200 mAh Lithium Ion Battery,7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
"Infinix Hot 12 Pro (Electric Blue, 128 GB)",4,"4,438 Ratings",8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) HD+ Display,50 MP + Depth Lens | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Unisoc T616 Processor
GFive K2,3.7,"2,359 Ratings",32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,1 Year Manufacturer warranty.
"OPPO F19 (Prism Black, 128 GB)",4.3,"24,300 Ratings",6 GB RAM ,128 GB ROM,16.33 cm (6.43 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 662 Processor
"IQOO Z6 5G (Dynamo Black, 128 GB)",4.2,641 Ratings,6 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Warranty
